longitude,latitude,housing_median_age,median_income,median_house_value
-120.87,39.15,17,2.8603,128900
-120.58,39.27,15,3.0147,118800
-120.33,39.3,16,3,175000
-120.18,39.28,14,4.0819,141300
-120.22,39.2,22,3.3699,244000
-120.96,39.12,24,2.5326,139100
-120.98,39.08,20,3.0403,148000
-120.94,39.05,8,3.1972,151500
-120.98,39.93,25,1.8914,87800
-120.95,39.93,26,2.8125,83500
-120.93,39.9,20,2.0221,70900
-120.9,39.93,23,2.8812,81900
-120.9,39.95,20,3.5417,96600
-120.93,39.96,15,2.9559,118800
-120.92,40.02,35,2.6458,102500
-120.74,39.9,23,2.2656,88200
-120.57,39.78,15,2.1216,102000
-120.66,39.72,15,2.2019,130500
-120.74,39.82,9,3.9583,126500
-121,39.75,8,2.5893,83000
-121.14,39.86,16,2.2101,88800
-120.53,39.79,18,2.5156,71900
-120.48,39.78,11,2.375,100000
-120.45,39.8,47,1.7829,55900
-120.46,39.83,18,2.2717,75900
-120.38,39.82,10,2.1667,92800
-120.15,39.8,19,3.0625,82500
-120.94,40.17,22,2.2132,89200
-120.91,40.08,24,2.2067,69600
-120.94,40.14,31,1.5774,58000
-121.23,40.01,38,1.625,75000
-120.71,40.13,19,2.9554,89400
-121.25,40.27,25,2.625,67500
-121.24,40.31,36,3.5962,93600
-121.23,40.29,21,2.1524,77100
-121.19,40.23,10,5.8453,193800
-121.08,40.19,11,1.6944,137500
-121.06,40.23,23,3.4844,143800
-121.09,40.3,15,3.6477,113400
-121.14,40.29,17,1.6875,111500
-121.15,40.25,14,3.3462,145200
-117.35,34,38,2.5469,87800
-117.36,33.99,42,2.9688,92900
-117.37,34,36,2.4306,88900
-117.37,34,41,3.025,90600
-117.36,34,19,3.3622,105100
-117.37,34.01,15,3.6415,124200
-117.38,34,45,3.3687,123800
-117.38,33.99,52,2.7054,141700
-117.38,33.98,52,2.0284,101600
-117.39,33.98,37,3.145,169100
-117.41,33.97,24,3.0694,125000
-117.37,33.98,43,2.1151,96700
-117.38,33.97,29,1.6389,155000
-117.38,33.98,10,2.1528,162500
-117.37,33.98,27,1.1194,95800
-117.37,33.99,44,1.685,114200
-117.36,33.98,46,2.0436,82300
-117.37,33.97,34,2.5804,92400
-117.37,33.97,38,1.4514,79900
-117.37,33.97,40,1.95,84800
-117.37,33.98,52,2.025,125000
-117.35,33.99,45,2.6071,112500
-117.35,33.98,31,1.6943,85900
-117.35,33.97,27,3.024,122500
-117.36,33.97,32,2.7596,82200
-117.36,33.98,33,2.4667,80700
-117.37,33.96,33,7.2519,216600
-117.35,33.96,25,8.2405,235200
-117.35,33.95,28,7.6632,204800
-117.37,33.94,14,6.6635,219600
-117.36,33.92,7,8.5326,315200
-117.39,33.97,52,4.3176,136200
-117.38,33.97,30,2.6895,150000
-117.39,33.96,52,3.2917,129300
-117.4,33.96,51,3.575,125500
-117.39,33.97,48,3.4044,117900
-117.4,33.97,38,5.0194,148900
-117.4,33.97,41,3.8618,134800
-117.41,33.96,32,2.3798,118800
-117.41,33.96,24,3.864,123400
-117.41,33.97,34,4.337,157800
-117.44,33.96,29,12.5381,112500
-117.43,33.96,28,3.8682,116500
-117.44,33.95,31,3.7344,115300
-117.4,33.95,46,3.1384,111500
-117.4,33.95,32,2.4408,117300
-117.41,33.95,37,2.9583,132100
-117.41,33.95,37,3.0542,123900
-117.42,33.95,32,2.8173,110800
-117.42,33.96,33,2.7452,98100
-117.41,33.96,27,3.0208,112700
-117.38,33.96,30,3.4491,133800
-117.39,33.95,36,3.1667,122900
-117.39,33.95,35,4.125,120700
-117.4,33.95,43,1.1601,121400
-117.39,33.96,49,4.0833,114400
-117.37,33.95,32,4.3542,142600
-117.37,33.94,20,4.0966,140100
-117.38,33.94,21,4.0625,136800
-117.39,33.93,26,4.8333,127900
-117.39,33.95,35,3.7109,109100
-117.4,33.94,30,3.0509,82700
-117.4,33.93,35,2.2222,81300
-117.41,33.93,35,4.0156,89300
-117.4,33.94,37,3.5865,112000
-117.4,33.94,42,3.1458,116000
-117.41,33.94,33,2.87,117600
-117.41,33.94,29,3.25,112500
-117.42,33.93,32,3.1795,125600
-117.41,33.94,22,2.4435,118500
-117.42,33.94,26,3.5403,113500
-117.42,33.94,35,4.1528,113900
-117.43,33.95,36,4.0526,104500
-117.43,33.93,36,4.5122,113300
-117.43,33.93,15,2.1865,129300
-117.43,33.93,31,2.4922,109400
-117.44,33.93,34,4.6327,116000
-117.45,33.94,12,2.1023,103700
-117.44,33.94,32,3.9118,114100
-117.44,33.94,30,3.9128,126900
-117.44,33.94,32,4.1776,118700
-117.44,33.93,33,4.375,129900
-117.45,33.93,20,3.2731,113900
-117.44,33.92,33,3.0437,110800
-117.45,33.91,29,3.7333,121400
-117.45,33.92,35,2.2548,113300
-117.39,33.92,25,2.3851,113700
-117.4,33.9,32,3.6667,314100
-117.44,33.9,23,4.2788,148700
-117.43,33.91,15,4.3222,138000
-117.42,33.89,4,7.7197,193800
-117.4,34.01,25,2.7083,87800
-117.41,34.01,34,2.6442,92000
-117.43,34.02,33,3.05,97800
-117.42,34.02,9,4.2321,162800
-117.4,34,24,1.6955,86800
-117.4,34,31,2.0742,76200
-117.41,34,38,1.9052,83400
-117.43,33.98,21,4.2589,152200
-117.42,33.98,16,3.0606,119500
-117.45,34.01,26,2.76,95200
-117.43,34.01,34,3.0909,98300
-117.41,34,26,1.4719,88600
-117.42,34,32,3.016,96600
-117.43,33.99,18,4.566,116900
-117.44,33.99,12,4.5625,171300
-117.5,34,15,4.4063,128500
-117.49,33.99,21,4.84,116400
-117.48,33.98,20,3.3966,115000
-117.49,33.98,17,4.8371,160600
-117.5,33.98,21,4.2099,138700
-117.47,33.98,8,4.9886,158100
-117.48,34.01,23,4.369,121100
-117.49,34.02,35,3.6711,108200
-117.49,34.02,21,4.4545,142400
-117.51,34.02,24,2.1764,135300
-117.48,34,12,3.8529,145500
-117.51,34,36,3.2067,124700
-117.52,33.99,14,5.2759,182900
-117.53,33.97,34,3.8906,141000
-117.53,33.97,29,4.0833,141000
-117.51,33.97,35,3.6691,137500
-117.53,34.02,19,5.3269,375000
-117.6,33.94,26,3.1859,153100
-117.55,34,17,2.6979,75000
-117.53,33.94,21,4.2263,203200
-117.55,33.94,30,4.4762,163900
-117.56,33.94,29,1.625,164300
-117.56,33.94,6,7.0215,257100
-117.57,33.93,3,7.5408,271900
-117.55,33.95,17,5.9333,229400
-117.59,33.91,7,5.4872,203400
-117.57,33.9,7,3.5525,137600
-117.56,33.89,16,2.3417,191700
-117.55,33.89,25,5.6973,164800
-117.52,33.89,2,5.1695,220800
-117.6,33.91,15,7.2379,251000
-117.55,33.93,25,4.1865,154300
-117.55,33.92,24,4.8167,163300
-117.55,33.9,21,3.4459,198800
-117.53,33.92,12,6.1561,233500
-117.58,33.92,16,6.155,246400
-117.57,33.91,22,5.3735,214600
-117.59,33.93,17,7.8118,244200
-117.5,33.93,19,4.3723,135600
-117.49,33.91,17,3.2857,139100
-117.5,33.92,31,2.9821,115600
-117.5,33.92,28,4.55,146800
-117.51,33.95,12,4.9984,169100
-117.46,33.95,34,3.6979,99600
-117.47,33.95,15,4.1264,124600
-117.5,33.96,12,4.2985,139200
-117.5,33.95,29,4.8214,143400
-117.46,33.94,26,1.7059,85800
-117.47,33.94,34,3.0687,88500
-117.48,33.94,19,2.7813,112900
-117.48,33.94,29,3.1985,117300
-117.49,33.94,28,4.0256,127100
-117.46,33.93,16,3.0122,114700
-117.46,33.93,19,3.7431,132800
-117.46,33.92,21,3.5208,121100
-117.47,33.93,33,3.4028,110500
-117.47,33.94,34,3.2311,105600
-117.46,33.94,35,3.5227,105400
-117.48,33.93,31,2.6776,122000
-117.47,33.92,18,3.6583,126100
-117.49,33.93,26,3.9522,124600
-117.47,33.91,21,2.2241,127300
-117.46,33.9,10,3.3187,144800
-117.48,33.89,14,4.7295,149900
-117.49,33.9,7,3.6071,159100
-117.48,33.91,22,4.2207,141100
-117.44,33.88,5,6.8089,334100
-117.51,33.89,16,4.0556,158000
-117.51,33.88,24,4.131,123800
-117.52,33.88,21,2.5656,102500
-117.53,33.88,22,3.1312,91000
-117.5,33.87,4,5.0493,239800
-117.56,33.88,36,2.4861,96200
-117.58,33.89,14,2.3654,107900
-117.55,33.88,19,2.2372,108800
-117.57,33.87,33,2.2197,138200
-117.56,33.88,40,2.0682,113000
-117.57,33.88,35,2.316,119400
-117.57,33.88,39,2.3036,110600
-117.58,33.87,42,1.6875,113500
-117.59,33.88,7,2.4387,117000
-117.59,33.88,13,2.6111,107000
-117.58,33.88,16,2.2969,116100
-117.57,33.87,37,2.3333,122800
-117.57,33.87,27,5.1929,165000
-117.58,33.87,17,5.0464,163900
-117.58,33.87,30,3.2917,144300
-117.58,33.87,34,3.5313,142100
-117.55,33.85,4,4.8686,195300
-117.56,33.83,28,5.4788,339300
-117.58,33.85,6,5.2861,195100
-117.54,33.82,6,4.125,216700
-117.55,33.83,6,4.2386,500001
-117.6,33.85,9,5.3006,221400
-117.56,33.86,25,5.2898,177100
-117.55,33.87,18,3.9414,137100
-117.64,33.88,13,5.536,204800
-117.6,33.87,18,4.2721,150300
-117.6,33.86,23,5.195,161000
-117.6,33.87,15,3.4419,138100
-117.64,33.87,2,6.2308,257900
-117.52,33.84,20,3.55,111000
-117.52,33.83,22,4.46,189800
-117.53,33.83,7,5.5362,195600
-117.54,33.76,5,4.7965,160800
-117.52,33.82,14,5.1365,215000
-117.36,33.88,15,4.6875,189800
-117.33,33.9,2,5.1512,187800
-117.34,33.89,17,5.363,211300
-117.38,33.89,12,5.1624,267900
-117.36,33.88,10,5.0346,240500
-117.26,33.86,16,3.1103,110000
-117.33,33.87,14,5.1045,161300
-117.3,33.85,15,2.9542,127900
-117.28,33.85,16,2.3229,118000
-117.43,33.81,13,4.2273,295200
-117.4,33.76,8,4.4875,249100
-117.4,33.85,9,5.4625,223600
-117.26,33.84,12,2.7232,123200
-117.32,33.87,15,4.8125,173900
-117.28,33.89,33,2.5379,152700
-117.34,33.96,15,4.1883,184500
-117.32,33.96,19,3.7585,144500
-117.34,33.94,20,7.4141,236500
-117.34,33.94,13,5.5563,214500
-117.31,33.94,7,5.2713,216500
-117.33,33.98,52,1.9531,162500
-117.33,33.97,8,1.625,162500
-117.34,34,27,3.175,101600
-117.34,33.98,10,1.7579,103400
-117.32,33.99,27,4.711,133500
-117.31,33.97,28,3.4896,140300
-117.29,33.97,4,4.6667,160600
-117.35,34.01,23,2.725,95300
-117.34,34.02,28,2.275,85400
-117.32,34.01,23,4.4063,129900
-117.24,33.95,11,4.7877,132600
-117.23,33.94,7,3.5851,142000
-117.25,33.95,5,4.2775,138700
-117.23,33.96,5,5.253,163300
-117.21,33.95,5,5.2174,155500
-117.14,33.94,5,6.3223,223200
-117.21,33.97,3,5.6409,197700
-117.28,33.94,10,1.3125,135700
-117.28,33.92,35,2.1574,86900
-117.27,33.92,13,3.0907,127200
-117.27,33.93,2,3.1042,164800
-117.24,33.94,15,1.6111,113900
-117.24,33.93,12,3.2705,113200
-117.25,33.93,8,4.2654,137600
-117.25,33.92,7,4.1482,124600
-117.23,33.91,9,4.0473,127200
-117.23,33.89,5,4.1953,136600
-117.23,33.94,8,3.0789,114200
-117.22,33.93,14,3.2148,117000
-117.22,33.92,5,4.0938,130900
-117.21,33.93,4,5.0223,152600
-117.16,33.92,12,4.7568,143500
-117.22,33.9,8,4.0467,121500
-117.13,33.89,4,3.5781,244400
-117.19,33.9,3,4.189,143000
-117.22,33.87,16,2.625,500001
-117.24,33.85,8,2.8194,136300
-117.17,33.83,7,4.6,187500
-117.2,33.83,14,3.6618,161300
-117.23,33.83,2,4.0833,100000
-117.21,33.82,2,3.9052,122100
-117.22,33.81,4,3.4237,113700
-117.21,33.71,16,2.1848,97900
-117.2,33.72,8,2.5335,110100
-117.2,33.72,16,1.9912,98600
-117.2,33.71,24,2.0881,83300
-117.2,33.7,23,2.3276,92400
-117.19,33.7,24,1.9014,83500
-117.19,33.69,3,4.5881,136400
-117.27,33.68,8,5.3238,228900
-117.25,33.7,10,3.58,113400
-117.23,33.68,10,3.8869,125900
-117.22,33.66,12,3.125,117200
-117.17,33.66,2,4.1386,177300
-117.07,33.67,11,2.375,145800
-117.11,33.83,14,3.8036,139600
-117.11,33.78,13,4.1875,161200
-117.08,33.82,6,4.065,148200
-117.18,33.78,7,1.3417,169300
-117.11,33.75,17,2.2618,96100
-117.16,33.76,11,2.625,155400
-117.22,33.74,7,2.5221,109200
-117.06,33.78,17,2.5847,145300
-117.14,33.81,13,3.2778,148800
-117.22,33.8,3,4.0717,126500
-117.09,33.71,13,1.972,90500
-117.07,33.72,16,2.7983,112500
-117.11,33.74,18,2.1182,71300
-117.15,33.7,2,3.1319,111500
-117.16,33.73,10,2.6322,140700
-117.23,33.79,17,2.2969,89300
-117.23,33.78,23,1.9767,81500
-117.23,33.77,5,2,83000
-117.29,33.83,15,2.4662,118300
-117.32,33.8,11,4.0982,173300
-117.26,33.81,22,2.1549,146500
-117.24,33.77,9,2.8401,104200
-117.31,33.75,19,2.1484,129200
-117.27,33.77,16,2.0878,101300
-117.29,33.72,19,2.817,110000
-117.28,33.72,11,2.1667,114600
-117.39,33.69,5,5.3275,168700
-117.37,33.7,8,3.2481,123800
-117.34,33.71,10,3.1513,154300
-117.31,33.67,9,3.1832,157400
-117.35,33.69,11,3.102,111300
-117.33,33.67,27,1.9194,100600
-117.35,33.68,10,4.2788,125000
-117.38,33.67,9,3.375,131800
-117.38,33.67,17,2.2423,132600
-117.35,33.64,23,2.5395,109200
-117.29,33.63,7,3.8056,162200
-117.28,33.66,15,2.6949,163600
-117.43,33.55,8,9.4356,465600
-117.36,33.6,10,3.2258,159300
-117.25,33.65,10,3.5125,155600
-117.19,33.64,12,3.235,210700
-117.21,33.61,7,3.6273,150900
-117.2,33.58,2,4.5936,174300
-117.16,33.61,3,4.7944,215300
-117.12,33.61,2,4.3651,145600
-117.16,33.57,2,3.9443,187300
-117.16,33.54,4,3.7538,147500
-117.05,33.52,5,4.8083,347700
-116.96,33.52,9,4.125,392100
-117.1,33.56,6,4.3833,307600
-117.02,33.6,7,3.244,337200
-116.96,33.62,8,4.2917,221900
-117.22,33.48,5,6.9136,493300
-117.19,33.53,6,3.475,187500
-117.18,33.51,13,6.993,500001
-117.12,33.49,4,3.9963,191100
-117.12,33.52,4,4.5841,212300
-117.15,33.45,4,4.6904,174200
-116.99,33.46,13,2.83,43000
-117.23,33.57,6,3.9617,183000
-117.27,33.55,4,5.5351,429000
-117.32,33.51,4,5.2066,500001
-117.02,33.71,6,3.0043,134700
-116.91,33.71,19,3.1591,189700
-116.89,33.73,15,5.3623,201300
-116.95,33.68,11,4.4792,173900
-116.9,33.65,15,2.1071,93800
-116.92,33.63,18,2.8125,143800
-116.99,33.73,13,1.9961,97800
-116.9,33.74,14,2.3712,127900
-116.95,33.75,19,2.0714,85800
-116.95,33.75,23,1.7847,109500
-116.93,33.75,14,2.964,121500
-116.93,33.74,15,3.6806,112800
-116.95,33.74,20,2.4554,89400
-116.96,33.73,20,3.069,87000
-116.95,33.73,21,3.2371,94500
-116.95,33.74,18,2.7083,91200
-116.94,33.74,19,4.6406,118900
-116.94,33.73,17,3.7175,120000
-116.93,33.73,13,4.0433,132300
-116.96,33.75,35,2.5898,76300
-116.97,33.74,31,1.942,86200
-116.97,33.75,22,1.3039,77500
-116.99,33.75,18,1.4366,77000
-116.98,33.74,25,1.8446,85700
-116.97,33.74,20,2.2161,76900
-116.96,33.74,19,2.2115,87600
-116.94,33.77,14,2.4145,137600
-117.01,33.75,15,1.8015,105100
-116.95,33.76,10,1.7079,95900
-116.98,33.77,12,1.9707,107900
-116.99,33.76,12,2.1722,69400
-117,33.74,8,2.1103,94400
-117.02,33.73,14,1.9476,112500
-116.99,33.77,7,2.2925,113100
-117.02,33.76,20,2.8393,120700
-116.98,33.83,15,2.683,139300
-117.02,33.81,10,2.3,108900
-116.95,33.79,8,2.1979,95300
-116.95,33.79,20,1.8845,77700
-116.96,33.79,21,2.0135,83000
-116.97,33.78,24,2.535,74800
-116.95,33.78,24,1.7303,74000
-116.89,33.79,12,2.0577,56700
-116.87,33.76,5,2.5612,130800
-116.88,33.74,20,1.5982,140000
-116.89,33.75,23,2.0154,81700
-116.91,33.75,13,2.3169,123400
-116.86,33.73,13,2.933,170700
-117.04,34,25,2.4167,104900
-117.06,34,33,2.5357,94400
-117.04,34,21,3.5255,132100
-116.99,33.99,22,4.7356,195900
-117.01,33.97,18,2.3355,118800
-116.95,33.97,14,3.1393,116300
-116.97,33.96,12,2.4322,112100
-117.11,33.98,25,2.7344,149000
-117.02,33.95,5,2.8783,105200
-117.03,33.89,6,3.125,187500
-116.96,33.94,22,1.4063,81900
-116.99,33.92,26,3.7083,147500
-116.86,33.97,11,2.3977,58000
-116.79,33.99,16,1.4688,90000
-116.77,33.92,19,1.6875,63000
-116.81,33.9,17,1.3286,81800
-116.89,33.86,2,3.0417,146300
-116.95,33.86,1,1.625,55000
-116.86,33.84,18,2.7788,91100
-116.98,33.94,27,3.4545,89800
-116.98,33.93,40,1.9472,73200
-116.97,33.94,29,3.0432,91200
-116.97,33.93,29,1.424,73200
-116.98,33.93,33,2.1581,68300
-116.9,33.98,30,3.6339,98600
-116.93,33.93,13,2.0549,95600
-116.89,33.93,29,2.0976,72600
-116.88,33.93,37,1.2188,55000
-116.9,33.93,34,2.2321,71800
-116.91,34,18,5.5,193800
-116.87,33.94,35,2.218,73400
-116.87,33.93,32,1.4556,54600
-116.87,33.91,37,2.7536,73100
-116.89,33.92,10,2.6643,81000
-116.75,33.83,16,3.3333,143400
-116.8,33.8,35,3.4167,100000
-116.71,33.75,25,3.0625,150500
-116.68,33.71,21,3.5882,161100
-116.74,33.62,11,2.9141,214300
-116.8,33.52,3,3.8281,163500
-116.89,33.48,14,2.8071,137500
-116.87,33.57,12,3.038,128100
-116.72,33.56,13,2.355,122900
-116.48,33.61,8,2.9167,115300
-116.57,33.64,10,6.2702,345500
-116.76,33.46,6,3.0694,173400
-116.42,33.51,26,2.5625,103100
-116.6,33.49,16,2.183,113500
-116.69,33.5,13,1.9107,155700
-116.39,33.82,15,2.7219,74400
-116.71,33.94,12,3.0208,66300
-116.51,33.89,21,1.95,61000
-116.61,33.93,35,2.8056,68100
-116.57,33.94,29,1.1917,50000
-116.57,34,20,3.5208,76600
-116.44,33.93,17,1.6849,88400
-116.36,33.88,11,1.7844,78500
-116.52,33.97,13,3.3616,89600
-116.51,33.96,16,1.4665,61100
-116.53,33.95,18,2.625,68200
-116.5,33.95,10,1.6983,66600
-116.51,33.94,12,1.7388,66000
-116.48,33.96,11,2.3382,89400
-116.47,33.94,18,3.2578,85200
-116.48,33.94,10,1.8,81000
-116.5,33.98,5,4.0417,146400
-116.51,33.84,16,4.0729,100000
-116.63,33.89,22,1.5227,71000
-116.52,33.84,17,3.6875,130400
-116.54,33.87,16,1.9167,70400
-116.57,33.84,18,3.3897,230200
-116.53,33.85,16,2.9647,110900
-116.55,33.84,28,5.7613,500001
-116.53,33.84,28,2.5885,159000
-116.52,33.85,13,3.4886,112500
-116.5,33.82,16,2.1042,87500
-116.49,33.82,27,2.9569,65900
-116.52,33.82,21,2.5212,145200
-116.54,33.82,12,1.5595,115600
-116.56,33.83,36,2.6083,321900
-116.48,33.8,15,3.6667,90000
-116.5,33.81,26,2.5399,94800
-116.52,33.81,12,3.4394,162200
-116.54,33.81,31,2.1176,124100
-116.54,33.81,24,3.1493,199400
-116.49,33.8,13,3.7396,148900
-116.54,33.8,22,2.2216,183900
-116.57,33.76,25,3.1364,301600
-116.5,33.69,20,2.25,248100
-116.54,33.79,18,3.9737,235600
-116.53,33.78,18,2.5489,220500
-116.53,33.88,5,4.6855,125200
-116.48,33.84,5,1.7204,137500
-116.48,33.79,14,2.6298,145200
-116.47,33.84,3,4.3111,142500
-116.46,33.82,6,3.9508,104200
-116.47,33.81,7,2.4497,90900
-116.46,33.79,10,2.1411,136400
-116.43,33.81,8,3.5223,115100
-116.42,33.79,12,4.9444,285000
-116.43,33.78,17,6.1437,232100
-116.45,33.78,16,3.0859,134600
-116.42,33.76,14,7.6281,341700
-116.4,33.78,8,6.8729,259200
-116.45,33.8,9,3.6161,99100
-116.36,33.78,6,3.3799,239300
-116.38,33.74,7,4.084,194500
-116.33,33.75,5,4.036,158500
-116.31,33.73,19,3.2846,131900
-116.46,33.78,25,1.3801,55000
-116.46,33.78,33,2.5477,83000
-116.47,33.77,26,4.4107,122500
-116.47,33.78,27,3.3162,113600
-116.38,33.73,10,4.0079,134500
-116.37,33.72,17,3.312,121300
-116.39,33.72,19,3.5569,128000
-116.38,33.71,17,4.5556,258100
-116.39,33.69,10,6.9833,238800
-116.37,33.72,19,3.0021,152300
-116.44,33.77,18,2.2439,97500
-116.43,33.75,24,3.7727,500001
-116.44,33.74,5,7.9885,403300
-116.41,33.74,25,3.3639,168800
-116.41,33.74,17,2.4659,177800
-116.42,33.68,15,2.2208,138300
-116.37,33.69,7,7.8005,318100
-116.33,33.72,11,7.4382,353100
-116.29,33.67,12,5.6918,231300
-116.3,33.68,10,2.8882,137500
-116.31,33.67,15,2.9187,93400
-116.31,33.67,11,3.3333,91800
-116.31,33.66,7,3.6354,98000
-116.31,33.65,8,4.5938,102600
-116.26,33.72,10,3.1086,105800
-116.25,33.69,5,2.7667,92900
-116.22,33.7,9,3.2833,124700
-116.24,33.76,9,3.8125,96700
-116.29,33.74,6,4.7195,199300
-116.29,33.72,5,3.1771,167400
-116.25,33.81,24,3.4583,67500
-116.25,33.75,33,2.025,50000
-116.24,33.72,25,3.775,93400
-116.24,33.71,10,2.7598,95000
-116.24,33.73,14,3.0682,104100
-116.22,33.74,26,3.3107,69400
-116.21,33.75,22,3.0673,68200
-116.21,33.72,28,2.3169,68900
-116.22,33.73,38,2.1217,68500
-116.23,33.73,29,2.8648,72100
-116.21,33.71,19,1.7083,82200
-116.22,33.72,28,1.7172,58800
-116.2,33.7,26,2.2989,60600
-116.23,33.72,32,1.7805,76900
-116.23,33.71,17,2.444,90000
-116.15,33.69,22,2.9286,112500
-116.11,33.64,20,2.0871,84700
-116.15,33.64,10,1.6557,65400
-116.2,33.63,23,2.5,96300
-116.21,33.66,19,3.8846,100900
-116.21,33.68,34,1.5809,100000
-116.25,33.68,16,3.0114,366700
-116.26,33.65,3,10.2948,382400
-116.17,33.53,13,2.1287,58600
-116.12,33.53,17,1.654,100000
-116.01,33.51,24,1.7344,66400
-115.84,33.49,20,2.0347,68900
-116.16,33.68,12,2.2679,61400
-116.17,33.67,18,2.5714,65900
-116.17,33.66,22,1.9306,47500
-116.19,33.67,16,1.7297,67500
-116.18,33.67,25,2.2141,66700
-116.18,33.69,17,2.375,155000
-116.19,33.69,11,2.5383,74000
-116.08,33.86,16,2.425,76100
-115.22,33.54,18,1.625,53500
-114.67,33.92,17,1.2656,27500
-115.58,33.88,21,3.1827,71700
-114.98,33.82,15,3.2097,71300
-114.49,33.97,17,1.6154,87500
-114.65,33.6,28,2.9653,94900
-114.68,33.49,20,1.6395,44400
-114.56,33.69,17,1.6509,85700
-114.57,33.64,14,3.1917,73400
-114.57,33.57,20,1.925,65500
-114.57,33.52,27,2.0833,45000
-114.59,33.61,34,2.1782,58400
-114.61,33.62,16,2.1759,61500
-114.6,33.62,16,2.6797,86500
-114.58,33.63,29,3.3438,74000
-114.62,33.62,26,0.536,275000
-114.58,33.61,25,2.6768,82400
-114.6,33.6,21,1.625,62000
-121.43,38.58,35,3.9167,155700
-121.43,38.57,38,4.0972,163700
-121.42,38.57,38,3.7731,161400
-121.44,38.58,43,3.9271,147100
-121.43,38.57,46,3.5893,142000
-121.44,38.57,52,3.776,164500
-121.44,38.58,42,3.0208,148800
-121.45,38.58,44,3.4914,153900
-121.45,38.57,48,3.5313,147900
-121.46,38.58,52,3.8914,181600
-121.46,38.58,40,1.7765,109800
-121.47,38.58,44,1.5922,115100
-121.47,38.58,43,2.3266,137500
-121.47,38.58,52,2.6976,109300
-121.48,38.58,52,2.01,94300
-121.48,38.58,48,1.6277,140600
-121.49,38.58,52,1.4034,90300
-121.48,38.59,52,1.6116,70500
-121.49,38.59,20,1.0313,85000
-121.49,38.58,52,1.4375,168800
-121.5,38.58,5,0.7526,162500
-121.5,38.58,20,2.5821,125000
-121.5,38.57,9,3.358,77500
-121.49,38.58,52,0.9196,137500
-121.48,38.58,42,1.245,137500
-121.48,38.57,47,1.4301,141700
-121.48,38.57,52,1.625,187500
-121.49,38.57,49,1.7568,93800
-121.49,38.57,38,1.2209,87900
-121.47,38.57,39,2.1691,150000
-121.47,38.57,48,1.9034,123900
-121.48,38.57,38,1.8512,114100
-121.47,38.57,52,3.0217,200000
-121.47,38.57,50,1.2041,168100
-121.48,38.58,52,1.5872,157500
-121.45,38.57,52,3.2963,236100
-121.45,38.56,52,4.63,233800
-121.46,38.56,52,2.9191,111800
-121.46,38.57,52,3.1583,140000
-121.46,38.57,52,3.2386,213200
-121.46,38.57,52,3.1484,158900
-121.46,38.57,52,2.0549,156700
-121.43,38.56,41,3.1827,131700
-121.44,38.56,45,3.7167,131900
-121.44,38.56,52,2.8542,139400
-121.43,38.56,50,2.5417,125900
-121.43,38.56,46,3.0938,137800
-121.45,38.57,52,5.1169,232500
-121.45,38.56,52,4.0417,173800
-121.42,38.55,35,2.6417,98900
-121.43,38.55,44,2.7333,100100
-121.45,38.55,19,1.4889,77600
-121.46,38.56,52,3.3348,122800
-121.45,38.56,51,2.625,121200
-121.44,38.55,46,2.9821,97000
-121.47,38.56,52,3.125,85600
-121.46,38.56,52,2.2125,104000
-121.46,38.55,52,1.7616,84100
-121.46,38.55,52,1.2235,68500
-121.47,38.55,48,1.1458,65400
-121.47,38.56,52,1.8911,85900
-121.47,38.56,51,2.0221,95800
-121.47,38.56,44,1.7328,88100
-121.48,38.56,44,2.0089,113600
-121.48,38.56,46,2.7316,134700
-121.48,38.57,38,1.78,114300
-121.49,38.56,42,1.2813,87500
-121.49,38.56,35,1.9013,86900
-121.49,38.57,51,1.7155,108800
-121.5,38.57,41,1.4712,94600
-121.5,38.57,44,2.1719,87500
-121.51,38.57,36,2.2031,93800
-121.5,38.57,45,1.0114,80000
-121.5,38.56,46,1.128,123100
-121.51,38.56,43,1.0649,137500
-121.51,38.55,45,2.8417,137900
-121.51,38.55,46,2.7885,137200
-121.49,38.56,52,3.0033,103500
-121.49,38.55,52,3.3844,151100
-121.5,38.55,52,5.6402,209800
-121.49,38.56,52,3.6729,137800
-121.49,38.54,47,2.5639,123000
-121.5,38.54,52,8.338,405800
-121.49,38.55,51,5.0359,224100
-121.5,38.55,49,5.2362,236800
-121.5,38.54,44,3.7344,179800
-121.48,38.55,52,7.1035,228700
-121.48,38.55,52,4.3929,162500
-121.48,38.56,50,2.0833,94300
-121.48,38.55,52,4.1467,175000
-121.48,38.55,52,4.8603,191900
-121.48,38.56,52,2.8542,125000
-121.47,38.55,48,0.9948,65400
-121.47,38.55,29,1.0208,55800
-121.47,38.54,47,1.2679,56700
-121.47,38.55,24,1.186,67000
-121.47,38.55,52,2.0242,94600
-121.45,38.54,47,2.7787,56000
-121.45,38.54,41,1.4702,58300
-121.46,38.54,48,1.8333,58200
-121.46,38.55,40,2.0074,57000
-121.42,38.54,29,3.0521,108000
-121.43,38.54,43,2.9769,92700
-121.43,38.54,44,3.15,101500
-121.44,38.54,44,2.5694,92400
-121.45,38.54,48,1.9485,86600
-121.42,38.54,18,2.398,87600
-121.42,38.54,29,2.925,94300
-121.43,38.54,42,2.4618,101300
-121.44,38.54,39,3.2404,93600
-121.44,38.54,47,2.5389,75700
-121.41,38.53,35,3.1944,79000
